Durak Adı,İlçe
M.KAVAKLIKENT SİTESİ,Beylikdüzü
M.KAVAKLIKENT SİTESİ,Beylikdüzü
ATIŞALAN MEZARLIĞI,Esenler
İSTOÇ 25-26 ADA,Bağcılar
TEPECİK KİPTAŞ BLOKL,Büyükçekmece
ALTINORAK MAHALLESİ,Silivri
MİMAR SİNAN MAHALLES,Silivri
YEŞİLKÖY PAZARI,Bakırköy
MANOLYA,Küçükçekmece
HASBAHCE,Beylikdüzü
FATİH CADDESİ,Arnavutköy
HASDAL,Eyüpsultan
KIYI EMNİYETİ,Eyüpsultan
KEMER,Eyüpsultan
İSTOC 8 ADA,Bağcılar
ESTON 3.KISIM EVLERİ,Beylikdüzü
KIRAÇ KÖPRÜ,Esenyurt
GÖL KONUTLARI,Küçükçekmece
ALAÇAYIR,Başakşehir
ESENKENT,Esenyurt
VEDAT ALTUN SOKAK,Esenyurt
İHLASMARMARA EVLERİ,Beylikdüzü
11.CADDE,Başakşehir
11.CADDE,Başakşehir
KUZEY BATI KAPISI,Başakşehir
PALMİYE SOKAK,Esenyurt
YENİ MAHALLE,Esenyurt
MİMARLAR SİTESİ,Başakşehir
MİMARLAR SİTESİ,Başakşehir
İSMETPAŞA MAHALLESİ,Bayrampaşa
MALKOÇOĞLU,Sultangazi
MALKOÇOĞLU,Sultangazi
MALTEPE,Bayrampaşa
MALTEPE,Bayrampaşa
DR.FAZIL KÜÇÜK PARKI,Bayrampaşa
50.YIL MAHALLESİ,Sultangazi
50. YIL MAH.,Sultangazi
B CADDESİ,Sultangazi
26.DURAK,Sultangazi
HALDUN TANER İ.Ö.O,Beylikdüzü
GENÇOSMAN T.M.L,Güngören
GENÇOSMAN T.M.L,Güngören
ANADOLU CADDESİ,Esenler
KEMER MAHALLESİ,Esenler
DR.SADIK AHMET CADDE,Büyükçekmece
BAHÇETEPE,Başakşehir
BAHÇETEPE,Başakşehir
PİRİREİS,Bağcılar
MUAZ BİN CEBEL CAMİİ,Bağcılar
RAGIP KUTMANGİL İÖO,Eyüpsultan
PİRİNÇLİKÖY YOLU,Eyüpsultan
ÇUKURÇEŞME,Bayrampaşa
HASTANE YOLU CAD.,Zeytinburnu
YUNUS EMRE MAH.,Sultangazi
ADEM YAVUZ,Sultangazi
GAZİ MAHALLESİ,Sultangazi
SU KEMERİ,Sultangazi
HEKİMSUYU CADDESİ,Gaziosmanpaşa
TAŞKÖPRÜ,Bayrampaşa
CUMHURİYET MAHALLESİ,Esenler
MESCİDİ SELAM CAMİİ,Sultangazi
HARAÇÇI YOLAĞZI,Arnavutköy
BARBOROS SOKAK,Gaziosmanpaşa
BARBOROS SOKAK,Gaziosmanpaşa
ALİ FUAT BAŞGİL,Bayrampaşa
ALİ FUAT BAŞGİL,Gaziosmanpaşa
POLİGON CADDESİ,Gaziosmanpaşa
Doktor Sadık Ahmet Cad.,Silivri
Doktor Sadık Ahmet Cad.,Silivri
Doktor Sadık Ahmet Cad.,Silivri
Varnalı Cad.,Silivri
Müjdat Gürsu Cad.,Silivri
Müjdat Gürsu Cad.,Silivri
Müjdat Gürsu Cad.,Silivri
Erkin Balaban Cad.,Silivri
İKTİSAT SK.,Silivri
ESKİ EDİRNE CAD.,Arnavutköy
CABİR ALİ SK.,Arnavutköy
BAŞKOMUTAN ATATÜRK CAD.,Çatalca
ESKİ EDİRNE ASFALTI,Çatalca
KESTANELİK CAD.,Çatalca
İSTASYON CAD.,Çatalca
İSTASYON CAD.,Çatalca
ESKİ EDİRNE ASFALTI,Çatalca
VIALAND,Eyüpsultan
Günpınar Sk.,Silivri
Turgut Reis Cad.,Silivri
Şahin Özer Cad.,Silivri
Kadıköy Bağları Cad.,Silivri
Meydan Cad.,Silivri
Okur Sk.,Silivri
Bahar Cad.,Silivri
Güney Cad.,Silivri
TOYGAR CAD.,Çatalca
CEMAL OGAN CAD.,Çatalca
YAVUZ SELİM CAD.,Çatalca
HANİCE CAD.,Çatalca
RUMELİ FENERİ CAD.,Sarıyer
İSTİKLAL CAD.,Silivri
KAVAKLI CAD.,Silivri
KAVAKLI CAD.,Silivri
Adnan Kahveci Bulvarı,Bahçelievler
Çaldıran Sk.,Bahçelievler
Barbaros Cad.,Bahçelievler
Mustafa Kemalpaşa Cad.,Bahçelievler
Kıbrıs Cad.,Bahçelievler
Kıbrıs Cad.,Bahçelievler
Kuyulu Sk.,Bahçelievler
Ormantepe Sk.,Bahçelievler
Barbaros Cad.,Bahçelievler
İETT KAMPI,Avcılar
HACI ŞERİF,Avcılar
BÜYÜKŞEHİR KONUTLAR,Esenyurt
ÇALIŞLAR,Bahçelievler
ÇALIŞLAR,Bahçelievler
İNCİRLİ,Bahçelievler
İNCİRLİ,Bahçelievler
AMBARLI KAVŞAĞI,Avcılar
1.ADA,Beylikdüzü
ORKİDE SİTESİ,Beylikdüzü
ÇINAR EVLER,Beylikdüzü
GÜRPINAR MEZARLIĞI,Beylikdüzü
KARAGÖZ SOKAK,Güngören
ORHAN CADDESİ,Güngören
AVCILAR E5,Avcılar
AVCILAR E5,Avcılar
ORTAÇ CADDESİ,Güngören
4.LEVEND,Şişli
LEVENT,Şişli
DARPHANE,Beşiktaş
DEPO ARKASI,Kağıthane
ATIŞALANI YANYOL,Esenler
MEVLANAKAPI,Fatih
FABRİKALAR,Gaziosmanpaşa
KAVAKLAR,Gaziosmanpaşa
PİKNİK ALANI,Başakşehir
MESİRE YERİ,Arnavutköy
İSMETPAŞA MAHALLESİ,Sultangazi
İSFALT,Sultangazi
ESENBAHÇE,Eyüpsultan
SİNCANLAR,Arnavutköy
SOĞANLI ÇEŞME,Bahçelievler
PARSELLER,Bağcılar
GÜNEŞTEPE,Güngören
SPOR TESİSLERİ,Güngören
İMRAHOR YOLU,Arnavutköy
MADENLER,Çekmeköy
GÜLBAHÇE SOK.,Sancaktepe
ASKERLİK ŞUBESİ,Üsküdar
PAZARBAŞI,Üsküdar
FİDANLIK,Üsküdar
KULAKSIZ,Beyoğlu
AYNALIKAVAK,Beyoğlu
AYNALIKAVAK,Beyoğlu
HASBAHÇE,Beyoğlu
CAMİ ALTI,Beyoğlu
EYÜP SULTAN,Eyüpsultan
EYÜP SULTAN ZALPAŞA,Eyüpsultan
RAMİ,Eyüpsultan
RAMİ,Eyüpsultan
Y.TABYA A.KÖY CAD.,Eyüpsultan
ESENTEPE PARKI,Eyüpsultan
M.KEMALPAŞA CADDESİ,Bahçelievler
GENÇOSMAN,Bahçelievler
SOĞANLI,Bahçelievler
MİMARSİNAN CADDESİ,Bahçelievler
MİMARSİNAN CADDESİ,Bahçelievler
KARAKENT SİTESİ,Bahçelievler
ÇAVUŞPAŞA,Bahçelievler
ÇAVUŞPAŞA,Bahçelievler
BASINSİTESİ,Bahçelievler
YAYLA CAMİİ,Bahçelievler
TALATPAŞA BULVARI,Bahçelievler
M.Ü.B.Evler Kamp.,Bahçelievler
İLKYUVA,Güngören
İLKYUVA,Güngören
METRO MARKET,Bağcılar
GÜNEŞPARK EVLERİ,Küçükçekmece
MERAM,Zeytinburnu
MİTHATPAŞA,Zeytinburnu
SANAYİ MAHALLESİ,Bağcılar
EVREN MAHALLESİ,Bağcılar
EVREN MAHALLESİ,Bağcılar
DÖRTYOL,Başakşehir
KAFKAS,Gaziosmanpaşa
GAZİ  POLİS MERKEZİ,Sultangazi
YUNUS EMRE MAH.,Sultangazi
TÜRKİSTAN,Bahçelievler
KAFKAS CADDESİ,Beylikdüzü
ESENTEPE CADDESİ,Beylikdüzü
USKUMRUKÖY,Sarıyer
SSK OSMANİYE,Bakırköy
NASREDDİN HOCA İ.Ö.O,Küçükçekmece
KİPTAŞ ESENYURT,Esenyurt
İNİŞDİBİ,Ataşehir
ACAR SOKAK,Ümraniye
KÖŞK,Çekmeköy
ÜMRANİYE TİC.MES.LS.,Ümraniye
BOZTEPE,Beykoz
FATİH MAHALLESİ,Sancaktepe
KIZILAY,Sancaktepe
ALEMDAĞ CADDESİ,Ümraniye
CUMHURİYET CADDESİ,Pendik
BAYRAK SK.,Üsküdar
REYHAN CADDESİ,Pendik
ÇAMLIKTEPE,Beykoz
S.GAZİ BELEDİYESİ,Sultangazi
HAVUZBAŞI,Eyüpsultan
MEVLANA PARK,Eyüpsultan
ÇOBANÇEŞME PARKI,Eyüpsultan
BETÜL,Sultangazi
ŞAİR ABAY LİSESİ,Sultangazi
GÜZELSU,Büyükçekmece
KAĞITHANE EMN. MÜD.,Kağıthane
YILDIRIM BAYAZIT CAD,Avcılar
YASEMEN EVLERİ,Başakşehir
SEFAKÖY POLİS MERK.,Küçükçekmece
KOCASİNAN İÖO,Bahçelievler
MERHABA,Beylikdüzü
GÜMÜŞ KUMSAL,Silivri
G.ANADOLUTATİL KÖYÜ,Silivri
YILDIRIM LUNAPARK,Bayrampaşa
BİLGE HAN CADDESİ,Bayrampaşa
KARTALTEPE,Bayrampaşa
İSTANBUL CADDESİ,Bayrampaşa
BAYRAMPAŞA,Bayrampaşa
MURADİYE CAMİ,Bayrampaşa
B.PAŞA DEVLET HAST.,Bayrampaşa
YAVUZ SELİM CAMİİ,Bağcılar
ATATÜRK İÖO,Bağcılar
ORMANTEPE GEÇİTİ,Bahçelievler
ORMANTEPE GEÇİTİ,Bağcılar
TAVUKCU DERESİ,Bahçelievler
BAHCELİEVLER İHL,Bahçelievler
BAHCELİEVLER İHL,Bahçelievler
Y.SELİM MAH.,Arnavutköy
ÇARDAKTEPE,Arnavutköy
ÇARDAKTEPE,Arnavutköy
CUMHURİYET MEYDANI,Gaziosmanpaşa
HALİTPAŞA CADDESİ,Gaziosmanpaşa
GAZİ.O.PAŞA BELEDİYE,Gaziosmanpaşa
GAZİ.O.PAŞA BELEDİYE,Gaziosmanpaşa
ERTUĞRUL GAZİ CAD.,Gaziosmanpaşa
EYÜP SULTAN,Eyüpsultan
DUMLUPINAR İÖO,Gaziosmanpaşa
KOCATEPE METRO,Bayrampaşa
ULUS,Arnavutköy
ULUS,Arnavutköy
634 SOKAK,Gaziosmanpaşa
F.MAH.SAĞLIK OCAĞI,Bağcılar
SEYRANTEPE YOLU,Beşiktaş
SEDAT KENT,Sarıyer
Ş.MİTHAT YILMAZ CAD.,Sarıyer
EMNİYET EVLER,Kağıthane
ŞEHİTLİK,Eyüpsultan
EDİRNEKAPI SURDIŞI,Eyüpsultan
EDİRNEKAPI KALEBOYU,Eyüpsultan
G.ANADOLU TATİL KÖYÜ,Silivri
KURUÇEŞME,Üsküdar
KURUÇEŞME,Üsküdar
KUYUBAŞI,Kadıköy
ETHEMEFENDİ,Kadıköy
SULTAN SOKAK,Kadıköy
SAKARYA CADDESİ,Küçükçekmece
CEYLAN SOKAK,Avcılar
KOÇMAN CADDESİ,Bağcılar
ÇİÇEKBAHCE,Beylikdüzü
MURATÇEŞME,Büyükçekmece
BEYHAN ŞENYUVA İÖO,Sancaktepe
FABRİKALAR,Tuzla
MALTEPE CEZAEVİ,Maltepe
DEMİRYOLU CADDESİ,Bakırköy
HUKUKÇULAR SİTESİ,Maltepe
ALİ FUAT CEBESOY,Kağıthane
H.ETHEM ÜKTEM İÖO.,Kağıthane
GİRNE CADDESİ,Kağıthane
KUŞKONMAZ,Eyüpsultan
BİRİNCİ ADA,Kağıthane
ÇAĞLAYAN YOKUŞU,Kağıthane
EVLENDİRME DAİRESİ,Ataşehir
AŞAĞI DUDULLU CAMİİ,Ümraniye
ANKARA CADDESİ,Kartal
KURAN KURSU CAD.,Sultanbeyli
PARK,Avcılar
TEİAŞ,Büyükçekmece
PARKKÖY,Silivri
TÜYAP,Büyükçekmece
FATİH MAHALLESİ,Esenyurt
TABYA,Büyükçekmece
SONEVLER,Esenyurt
KOOPERATİFLER CAD.,Büyükçekmece
KIZLI HAVUZ,Başakşehir
FEVZİ ÇAKMAK CADDESİ,Esenyurt
KARADENİZ MAHALLESİ,Gaziosmanpaşa
ESENYURT BELEDİYE,Esenyurt
BÜYÜKÇEKMECE,Büyükçekmece
ORHANGAZİ CADDESİ,Avcılar
HADIMKÖY PTT,Arnavutköy
GÜVERCİNTEPE SAPAĞI,Başakşehir
BATI KAPISI,Başakşehir
AVCILAR İGDAŞ,Avcılar
İMRAHOR YOLU,Arnavutköy
ARNAVUTKÖY,Arnavutköy
TAŞOLUK YOLU,Arnavutköy
TAŞOLUK YOLU,Arnavutköy
GAZİ AHMET MUHTARPAŞ,Gaziosmanpaşa
GAZİ AHMET MUHTARPAŞ,Bayrampaşa
YUNUS EMRE MAH,Sultangazi
CEMAL GÜRSEL İÖO,Gaziosmanpaşa
Selçukhan Cad.,Sultanbeyli
Osmangazi Cad.,Sancaktepe
Osmangazi Cad.,Sancaktepe
Hat Cad.,Sultanbeyli
Mustafa Kemal Bulvarı,Büyükçekmece
Meşakkat Sk.,Büyükçekmece
Mustafa Kemal Bulvarı,Büyükçekmece
Fatih 1 Cad.,Büyükçekmece
Yüksek Sk.,Gaziosmanpaşa
İsmetpaşa Cad.,Sultangazi
Eyüp,Eyüpsultan
Darlık Cad.,Şile
Ulupelit Cad.,Şile
Oruçoğlu Cad.,Şile
Üvezli Cad.,Şile
Şile Yolu Cad.,Çekmeköy
Şile Yolu Cad.,Çekmeköy
Üsküdar Cad.,Şile
Duyum Sk.,Şile
Kumbaba Cad.,Şile
Kumbaba Cad.,Şile
Uygur Cad.,Şile
Meşrutiyet Cad.,Şile
Şile Yolu Cad.,Çekmeköy
Kemerdere Köprülü Kavşağı,Çekmeköy
Şile Yolu Cad.,Çekmeköy
Şile Yolu Cad.,Çekmeköy
Ulusal Cad.,Çekmeköy
Şile Yolu Cad.,Çekmeköy
Şile Yolu Cad.,Şile
Selmanı Pak Cad.,Üsküdar
Cumhuriyet Cad.,Üsküdar
Selmanı Pak Cad.,Üsküdar
Şile Yolu Cad.,Şile
Liman Sk.,Şile
Turan Sk.,Silivri
TURGUT ÖZAL BULVARI,Silivri
Sargün Cad.,Silivri
Necati Kalfa Cad.,Silivri
Hüseyin Avni Aktarma Cad.,Silivri
Terakki Cad.,Silivri
Terakki Cad.,Silivri
M.AKIF.BULVARI,Bağcılar
BİZİMEVLER KÖPRÜ,Avcılar
BİZİMEVLER YOLU,Avcılar
GENÇ OSMAN CAMİ,Güngören
M.KAVAKLIKENT SİTESİ,Beylikdüzü
GÜRPINAR MEZARLIĞI,Beylikdüzü
İ.Ü. AVCILAR KAMPÜSÜ,Avcılar
HACIOSMAN METRO,Sarıyer
A.MİTHAT EFENDİ K.ME,Beykoz
GÖZTEPE,Beykoz
BLOKLAR,Beykoz
CUMHURİYET CAD.,Beykoz
HAZNEDAR,Bahçelievler
ÖDÜL SOKAK,Bahçelievler
YILDIZTEPE,Bağcılar
İLKYUVA,Bahçelievler
UMUT CADDESİ,Bahçelievler
BAHÇELİEVLER İSKİ,Bahçelievler
KİRAZLI KUBA CAMİİ,Bağcılar
HUZUR EVİ,Sarıyer
İÇKENT,Başakşehir
MEHMET AKİF MAH.,Küçükçekmece
ŞAHİN SOKAK,Küçükçekmece
BİLGE SOKAK,Küçükçekmece
GÜNEŞPARK EVLERİ,Küçükçekmece
ESENYOL,Bağcılar
BAKIRKÖY ADLİYESİ,Bakırköy
İNCİRLİ YANYOL,Bakırköy
MAR.ÜNİ.HASTANESİ,Pendik
KAYNARCA YANYOL,Pendik
GÜNYAMAÇ CADDESİ,Ümraniye
ZİYAPAŞA,Üsküdar
BURHANİYE MAH.,Üsküdar
DÖRTYOL,Ümraniye
DÖRTYOL,Üsküdar
VEZİR SOKAK,Ümraniye
BAHAR SOKAK,Ümraniye
EŞREF BİTLİS CADDESİ,Ümraniye
EŞREF BİTLİS CADDESİ,Ümraniye
KUMRU SOKAK,Ümraniye
ASIM ÜLKER LİSESİ,Ümraniye
ÖZ IŞIK CADDESİ,Ümraniye
KADIKÖY,Kadıköy
KEMERBURGAZ İTFAİYE,Eyüpsultan
HAVUZLAR,Kağıthane
HZ.OSMAN CAMİ,Eyüpsultan
KALE SOKAK,Eyüpsultan
İSTANBUL EVLERİ,Eyüpsultan
AYAZMA YOLU,Kağıthane
AYAZMA YOLU,Kağıthane
IHLAMUR EVLERİ,Ümraniye
ÇETİN CAD.,Ümraniye
EVPA,Sancaktepe
GEDİZ SOKAK,Sancaktepe
GEDİZ SOKAK,Sancaktepe
SİNAN SOKAK,Çekmeköy
İSLAMBEY SAĞLIKOCAĞI,Ümraniye
TUZLA KÖPRÜSÜ,Tuzla
İHSAN ZAKİROĞLU İÖO,Kartal
ÜÇYOL,Sancaktepe
KAVAKLIK,Sancaktepe
KURU GIDA,Bayrampaşa
BAHÇELİEVLER CELİL CAMİİ,Üsküdar
ERCİYES SOKAK,Eyüpsultan
ULUBATLI HASAN SOKAK,Üsküdar
ORTAÇEŞME,Sarıyer
İSKİ,Kağıthane
İSKİ,Kağıthane
K.HANE CENDERE YOLU,Kağıthane
K.HANE CENDERE YOLU,Kağıthane
BOĞAZİÇİ SİTELERİ,Eyüpsultan
ANADOLU CADDESİ,Kağıthane
ANADOLU CADDESİ,Kağıthane
KAZIM KARABEKİR,Gaziosmanpaşa
AŞAĞI CAMİİ,Sarıyer
KARTAL SOKAK,Sarıyer
İKİZLER,Kağıthane
SARIYER,Sarıyer
ULUBATLI HASAN CD.,Eyüpsultan
ULUBATLI  HASAN  PARKI,Küçükçekmece
SANAYİ YOLU,Kağıthane
KİLYOS CADDESİ,Sarıyer
5.SOKAK,Sarıyer
HAZNEDAR,Güngören
BELEDİYE,Kadıköy
BELEDİYE,Kadıköy
ZİVERBEY,Kadıköy
ZİVERBEY,Kadıköy
M.Ü.GÖZTEPE KAMPÜSÜ,Kadıköy
M.Ü.GÖZTEPE KAMPÜSÜ,Kadıköy
G.EĞİT.VE ARŞ.HAST.,Kadıköy
G.EĞİT. VE ARŞ.HAST,Kadıköy
CEVİZLİ İSTASYON,Kartal
KADIKÖY,Kadıköy
KADIKÖY,Kadıköy
HİLAL KONUT,Üsküdar
BAKIR SOKAK,Beykoz
TEPEÜSTÜ,Beykoz
NENE HATUN İÖO,Beykoz
YALI KONAKLARI,Eyüpsultan
ESERLER,Beyoğlu
ENKA ATIŞ POLİGONU,Sarıyer
CUMHURİYET,Sarıyer
YEŞİLCE MAH.,Kağıthane
GÜZEL EVLER,Sarıyer
ÇİFTALAN,Sarıyer
GÜRGENSU SİTESİ,Sarıyer
HAZNEDAR,Güngören
HAZNEDAR,Bahçelievler
HAZNEDAR,Bahçelievler
ZEYTİNBURNU,Zeytinburnu
İNCİRLİ,Bakırköy
İNCİRLİ,Bakırköy
HUZUR MAHALLESİ,Sarıyer
HUZUR EVLER,Sarıyer
HUZUR EVLER,Sarıyer
TARABYA BAYIRI,Sarıyer
SİTELER YOLU,Sarıyer
HACIOSMAN,Sarıyer
TARABYA YOLU,Sarıyer
HACI OSMAN MAH.,Sarıyer
HACI OSMAN MAH.,Sarıyer
MERKEZ CAMİİ,Sarıyer
CUMHURİYET MAH.,Sarıyer
KÖŞKEVLER,Sarıyer
KÖŞKEVLER,Sarıyer
ÖMÜRTEPE,Sarıyer
SARIYER KAYMAKAMLIK,Sarıyer
YASSIÖREN,Arnavutköy
BOĞAZİÇİ SİTESİ,Üsküdar
BOĞAZİÇİ SİTESİ,Üsküdar
ŞELALE EVLERİ,Ümraniye
ŞELALE EVLERİ,Ümraniye
IHLAMUR EVLERİ,Ümraniye
ÇENGİLLİ,Şile
KÖMÜRLÜK,Şile
ARTVİNLER,Şile
LİMAN CADDESİ,Sarıyer
HUZUR EVİ,Sarıyer
AKAR SOKAK,Sarıyer
EDEBALİ SOKAK,Beykoz
AKGÜN CADDESİ,Sarıyer
KAYALAR SOKAK,Bahçelievler
AKŞEMSETTİN BULVARI,Eyüpsultan
İSKİ,Sarıyer
KARTAL KÖPRÜSÜ,Kartal
TURİZMCİLER SİTESİ,Eyüpsultan
BALABANDERE,Sarıyer
BALABANDERE CD.,Sarıyer
ŞEHİR PARKI CADDESİ,Bayrampaşa
İSTİNYE BAYIR KAVŞAĞ,Sarıyer
İSTİNYE BAYIR KAVŞAĞ,Sarıyer
TOKMAK BURNU,Sarıyer
İSTİNYE BAYIRI,Sarıyer
İTÜ,Sarıyer
BORSA İSTANBUL,Sarıyer
DEMİRKAPI,Eyüpsultan
DEMİRKAPI,Eyüpsultan
BAYRAMPAŞA METRO,Eyüpsultan
ÇAMLIK ANADOLU İ.H.L.,Pendik
TÜCCARBAŞI,Kadıköy
SULTAN SOKAK,Kadıköy
KAZASKER,Kadıköy
KAZASKER,Kadıköy
AYŞEKADIN,Kadıköy
ÖĞRETMEN HAYRULLAH,Kadıköy
MEVLANA MAHALLESİ,Eyüpsultan
AMBARLI,Avcılar
SÜLEYMAN DEMİREL BUL,Başakşehir
BEYKENT KAVŞAĞI,Büyükçekmece
HIRDAVATÇILAR SAN Sİ,Başakşehir
AVCILAR LİSESİ,Avcılar
SÜLEYMAN DEMİREL,Tuzla
İTÜ DENİZCİLİK FAK.,Tuzla
AYDIN BAKKAL,Tuzla
ACIBADEM CAD.,Üsküdar
DÜZ YOL,Ataşehir
SİTELER GİRİŞİ,Ataşehir
MAR.ÜNV.HAST.ACİL,Pendik
MOSTAR KAVŞAĞI,Pendik
KAYNARCA PARKI,Pendik
BAKIRKÖY,Bakırköy
AYAZAĞA İLK. OKULU,Sarıyer
MANOLYA CADDESİ,Beylikdüzü
AÇELYA CADDESİ,Beylikdüzü
MARKETLER,Beylikdüzü
ESENTEPE CADDESİ,Beylikdüzü
H.İHSAN HÜRDOĞAN İÖO,Tuzla
E. DEMİRÖREN STADI,Pendik
AÇELYA SOKAK,Maltepe
İSMEK,Pendik
DENİZPARK SİTESİ,Pendik
ANKARA CADDESİ,Tuzla
KALENDER,Pendik
M. AKİF ERSOY İHL,Sultangazi
MUSTAFA KEMAL,Arnavutköy
TUNA LİSESİ,Bayrampaşa
KAVAKLI DERE,Eyüpsultan
KİPTAŞ KONUTLARI,Arnavutköy
KARADENİZ CADDESİ,Eyüpsultan
YAVUZ SELİM CADDESİ,Ataşehir
HACI OSMAN,Sarıyer
FATİH ORMANI,Sarıyer
ATATÜRK OTO SANAYİ,Sarıyer
MASLAK,Sarıyer
MASLAK,Sarıyer
FABRİKALAR,Beşiktaş
ÇİĞDEM CADDESİ,Büyükçekmece
ATATÜRK CADDESİ,Esenyurt
TARABYA İSKELE,Sarıyer
KEFELİKÖY,Sarıyer
DÜĞMECİLER,Eyüpsultan
EDİRNEKAPI SURDIŞI,Eyüpsultan
SELANİK BULVARI,Eyüpsultan
İSKİ,Kağıthane
GÜZELYAYLA CAMİ,Eyüpsultan
ULUDAĞ CADDESİ,Eyüpsultan
AŞAĞI CAMİİ,Sarıyer
AYGÜN SOKAK,Kağıthane
İKİZLER,Kağıthane
SELVİ SOKAK,Sarıyer
BELEDİYE,Kadıköy
KUYUBAŞI,Kadıköy
N.ASLAN EKŞİOĞLU İÖO,Maltepe
KADIKÖY,Kadıköy
MENGİ SOKAK,Kadıköy
ARAPGİRLİ CAMİ,Kadıköy
İSKİ TESİSLERİ,Esenyurt
19 MAYIS SOKAK,Avcılar
KARYAPSAN,Kartal
ŞENOL GÜNEŞ BLV.,Ümraniye
KEMİKLİ DERE,Pendik
FERHATPAŞA MUHTARLIK,Ataşehir
BARAJ YOLU,Ataşehir
"SİNPAŞ KORU KONUTL,",Ataşehir
CEMAL GÜRSEL CADDESİ,Pendik
DİVAN YOLU,Pendik
KULELİ,Bahçelievler
HİLAL CADDESİ,Sancaktepe
LONDRA ASFALTI,Avcılar
İGS,Avcılar
BALABANLI,Esenyurt
BEYKENT,Büyükçekmece
EVLİYA ÇELEBİ,Küçükçekmece
TAHTAKALE YOLU,Avcılar
M.KEMAL PAŞA BUL.,Büyükçekmece
GÜNGÖREN BELEDİYESİ,Güngören
İNÖNÜ CADDESİ,Büyükçekmece
MİMARSİNAN BEL.,Büyükçekmece
SİTELER,Büyükçekmece
SANAYİ,Büyükçekmece
KÜRE SOKAK,Pendik
MERMERCİLER SAN. SİT,Tuzla
6. SOKAK,Tuzla
SAĞLIK MERKEZİ,Tuzla
KOŞUYOLU KÖPRÜSÜ,Kadıköy
ACIBADEM LİSESİ,Kadıköy
FSM HASTANESİ,Kadıköy
BOSTANCI SAPAĞI,Kadıköy
KADİR HAS LİSESİ,Maltepe
KARAYOLLARI,Maltepe
DEMİRCİKÖY YOLU,Sarıyer
YUNUSEMRE KÖPRÜSÜ,Bağcılar
GÜLVEREN SOKAK,Bağcılar
BAĞCILAR G.O.PAŞA İÖ,Bağcılar
ALTINTEPE,Maltepe
BAHAR SOKAK,Maltepe
KÜÇÜKYALI,Maltepe
KÜÇÜKYALI,Maltepe
ÇINAR,Maltepe
ELGİNKAN İÖO,Maltepe
L.KIRDAR EĞT.ARŞ.HST,Kartal
L.KIRDAR EĞT.ARŞ.HST,Kartal
DENİZER CADDESİ,Kartal
CEVİZLİ MUHTARLIK,Kartal
SANCAK KÖPRÜSÜ,Pendik
EGEMEN SOKAK,Pendik
EGEMEN SOKAK,Pendik
ŞEYHLİ İÖO,Pendik
ŞEYHLİ İÖO,Pendik
OTOYOL KAVŞAĞI,Pendik
DEVLET HASTANESİ,Pendik
PENDİK SGK MERKEZİ,Pendik
YEMEK SİTESİ,Pendik
YEMEK SİTESİ,Pendik
YEMEK SİTESİ,Pendik
YEMEK SİTESİ,Pendik
Adnan Kahveci Bulvarı,Bahçelievler
Dumlupınar Cad.,Bahçelievler
Çobançeşme E-5 Yan Yol Cad. Bağlantı Yolu,Bakırköy
Fetih Cad.,Bahçelievler
Adnan Kahveci Bulvarı,Bahçelievler
Erzurum Cad.,Ümraniye
Bosna Bulvarı,Üsküdar
Bosna Bulvarı,Üsküdar
Çengelköy Cad.,Üsküdar
Aydınlı Yolu Cad.,Tuzla
Aydınlı Yolu Cad.,Tuzla
Barış Yolu Cad.,Çekmeköy
Barış Yolu Cad.,Çekmeköy
Mimar Sinan Cad.,Çekmeköy
Cengiz Topel Cad.,Ümraniye
Ercüment Batanay Sk.,Ataşehir
Ercüment Batanay Sk.,Ataşehir
Ercüment Batanay Sk.,Ataşehir
Ercüment Batanay Sk.,Ataşehir
Suiş Cad.,Ümraniye
Tarih Cad.,Üsküdar
Bosna Bulvarı,Üsküdar
Cengiz Topel Cad.,Gaziosmanpaşa
Zübeyde Hanım Cad.,Üsküdar
Acıbadem Cad.,Üsküdar
Faikbey Mescidi Sk.,Kadıköy
Derya Sk.,Üsküdar
Raufpaşa Sk.,Üsküdar
Balabanağa Sk.,Ataşehir
Dr. Burhanettin Üstünel Sk.,Üsküdar
Saray Cad.,Çekmeköy
Gazi Cad.,Üsküdar
Selamiali Efendi Cad.,Üsküdar
İç Yol,Büyükçekmece
Semazen Cad.,Çatalca
Albayrak Cad.,Ataşehir
Ulu Önder Bulvarı,Ataşehir
Kuzguncuk Çarşı Cad.,Üsküdar
Abdullahağa Cad.,Üsküdar
Yalnız Selvi Cad.,Üsküdar
Mezarlık Cad.,Çatalca
Elbasan Cad.,Çatalca
Kalbur Sk.,Çatalca
İletişim Sk.,Silivri
Sait Girgin Cad.,Silivri
Önder Cad.,Silivri
Kahya Sk.,Silivri
Önder Cad.,Silivri
Erkin Balaban Cad.,Silivri
Doktor Sadık Ahmet Cad.,Silivri
Doktor Sadık Ahmet Cad.,Silivri
Doktor Sadık Ahmet Cad.,Silivri
M.KEMALPAŞA MAH.,Avcılar
ÇAMLITEPE,Arnavutköy
BİLLUR CADDESİ,Büyükçekmece
SAĞLIK OCAĞI,Esenyurt
ÇALIKUŞU SOKAK,Sultanbeyli
BAHÇELİEVLER CELİL CAMİİ,Ümraniye
KÖŞK,Beykoz
ÖZKAN SOKAK,Üsküdar
YAVUZ SULTAN SELİM,Beylikdüzü
